Theme Id,Theme Name,Definition,Keywords,Status,Objective Count,Original Statements
,,,,,,"3301 | To improve the quality of education in Kinnari Village by addressing the lack of basic facilities, recruiting subject-wise teachers, and creating a playground. | 0.7094"
,,,,,,5006 | To improve the education system in Hosabudanooru village by increasing parental support and student motivation | 0.7808
,,,,,,4549 | To increase awareness about the importance of education and improve school attendance in Halebudanuru Village | 0.7934
,,,,,,4551 | To improve education in Halebudanuru village by increasing awareness about the importance of education and providing support to families who rely on daily wages | 0.7754
,,,,,,4614 | To improve education in Boothana Hosuru Village by addressing the issues of poverty and parental mindset | 0.7416
,,,,,,4703 | To educate children about their rights and provide psychological education through a village council program | 0.6765
,,,,,,5024 | To improve education in Hosabudanooru village by reducing the financial burden on families and encouraging children to attend school regularly | 0.8147
,,,,,,7848 | To improve education in Sakra Munsurpur by encouraging parents to send their children to school and explaining the importance of education | 0.8125
,,,,,,29187 | To improve school attendance in Rohtas by organizing a rally and creating awareness among parents and children | 0.6873
,,,,,,27810 | To raise awareness about education and to tell about education in villages which are deprived of education | 0.8326
,,,,,,15187 | To improve education in Shivhar by encouraging children to attend school and increasing awareness among the community | 0.7916
,,,,,,16828 | To improve education in Baknar village by convincing parents to send their children to school | 0.8522
,,,,,,28824 | To improve education in Avati village by creating awareness and supporting unenrolled children | 0.8313
,,,,,,15726 | To improve education in Laptaha village by encouraging children to attend school | 0.8456
,,,,,,3281 | To improve the education in Ramkrishna School by providing necessary books to the students | 0.6494
,,,,,,3353 | To improve the quality of education in Mallarahalli by providing evening classes for children | 0.7193
,,,,,,11724 | To improve education in Mathh Majhauli by ensuring children attend school on time and teachers take care of them | 0.7335
,,,,,,15793 | To improve education in the village by ensuring regular attendance and providing important educational information | 0.8225
,,,,,,15257 | To increase school attendance in the village | 0.7897
,,,,,,4161 | To improve education in Mala Toli village by raising awareness about its importance and providing facilities to children | 0.8145
,,,,,,4548 | To improve education in Halebudanuru village by addressing poverty and lack of facilities | 0.733
,,,,,,28838 | To improve the education system in Ratanpur Bagahi by increasing teacher accountability and parental involvement | 0.7339
,,,,,,15334 | To improve education in Patharaura village by encouraging children to attend school | 0.849
,,,,,,29101 | To improve access to education for children in Auravaa Tilha by increasing awareness among parents and providing remedial classes | 0.7368
,,,,,,3996 | To ensure all children in Lembua Village have access to safe and quality education | 0.7416
,,,,,,3984 | To improve education in the Mushahar and Bhangi caste settlements | 0.6675
,,,,,,3988 | To promote education among children in Jay Prakash Nagar by raising awareness among parents and encouraging them to send their children to school | 0.7596
