Theme Id,Theme Name,Definition,Keywords,Status,Objective Count,Original Statements
550e8400-e29b-41d4-a716-446655440002,Legal Document linked Barriers,"This theme includes responses where children are unable to enroll in school due to missing or incomplete legal documents such as Aadhaar cards, birth certificates, or identity proofs. It captures how lack of proper documentation creates administrative hurdles that keep children out of the education system.","No Aadhar card,no birth certificate,lack of Aadhar card,no ID,no legal document,enrollment barriers due to no Aadhar card",approved,279,16282 | To get Ravindra Kumar enrolled in school by obtaining his Aadhar card | 0.6535
,,,,,,16480 | To educate Asha Kumari and improve the financial condition of her family | 0.8228
,,,,,,15419 | To make Rohi Kumari aware about the importance of studies and encourage her to continue her education | 0.8707
,,,,,,28711 | To motivate Anjali Kumari to attend school regularly and improve her studies | 0.8432
,,,,,,4114 | To empower Soni Kumari to join Bihar Police by convincing her parents and providing support | 0.659
,,,,,,10775 | To educate girls at least till 12th standard and encourage them to continue their studies while doing household chores | 0.6606
,,,,,,3987 | To ensure all girls in the village receive education up to 12th standard | 0.6298
,,,,,,3927 | To bring back Ragini to school | 0.4611
,,,,,,4056 | To educate Archana Kumari and postpone her marriage | 0.7657
,,,,,,16514 | To educate Khushboo and make her self-reliant | 0.5741
,,,,,,28963 | To re-enroll Pikal Kumari in school after she dropped out due to illness | 0.6789
,,,,,,4025 | To help Soni Kumari attend school despite financial difficulties | 0.7492
,,,,,,7433 | Rupa Kumari | 0.535
,,,,,,28775 | To help Ananya continue her studies | 0.6665
,,,,,,9371 | To educate girls at least till 12th class and provide full support to overcome any shortcomings | 0.6428
,,,,,,28776 | To help Pinky Kumari continue her education despite household chores and financial hardship | 0.8315
,,,,,,15020 | To encourage Rabita Kumari to continue her education and inspire other teenagers in the village to do the same | 0.8037
,,,,,,15043 | To encourage Sujit Kumari to continue her education | 0.8587
,,,,,,15421 | To encourage Amala Kumari to attend school and receive an education | 0.8843
,,,,,,15065 | To encourage Anu Kumari to pursue her education and become independent | 0.8503
,,,,,,15084 | To help Rukhsana Khatoon get admission in class 6 | 0.6348
,,,,,,16772 | To help Radhika Kumari complete her education despite financial difficulties | 0.7985
,,,,,,15094 | To encourage Nikki Kumari to attend school and help her parents understand the importance of education | 0.842
,,,,,,15093 | To encourage Anjali Kumari to continue her education | 0.8592
,,,,,,15156 | To support Baby Kumari in continuing her education despite financial constraints | 0.7754
,,,,,,15121 | To educate Asha by motivating her mother to send her to school | 0.6794
,,,,,,4206 | To raise awareness about the issue of feticide in Lalgarh and to prevent it from happening | 0.271
,,,,,,15124 | To educate Hemant Kumari and other children in the village | 0.7344
,,,,,,15139 | To help Maneka and Aanchal Kumari resume their education after a two-year gap due to poverty and lack of access to schools | 0.7074
,,,,,,15173 | To help Anjali Kumari's parents understand the importance of education | 0.7892
,,,,,,15163 | To help Anshu Kumari continue her education | 0.8521
,,,,,,15172 | To educate Anjali Kumari | 0.7932
,,,,,,15174 | To convince Usha Kumari to continue her studies | 0.8162
,,,,,,15169 | To convince Alka Kumari to return to school by opening a bank account for her | 0.7508
,,,,,,15176 | To convince Anjali's parents to let her continue her education beyond 8th standard | 0.655
,,,,,,15194 | To provide education to Kranti Kumari and ensure she attends school every day | 0.884
,,,,,,15225 | To educate Seba Khatun and her sisters | 0.6474
,,,,,,28802 | To help Pinky Kumari go to school | 0.7841
,,,,,,15234 | To revive Kavita Kumari | 0.5859
,,,,,,15240 | To ensure Kishan attends school regularly and studies well | 0.6376
,,,,,,15233 | To convince Rita Kumari's parents to support her education and encourage her to go back to school | 0.7903
,,,,,,4173 | To ensure girls are educated till 12th standard and not married at a young age | 0.6176
,,,,,,15252 | To continue Anjali Kumari's education | 0.7916
,,,,,,15256 | To help Karishma go to school | 0.5993
,,,,,,15021 | To encourage Neha Kumari to continue her education by motivating her parents and providing support | 0.8573
,,,,,,28809 | To educate Pinky Kumari till Intermediate | 0.7895
,,,,,,15476 | To persuade Muskan Kumari to continue her education | 0.7994
,,,,,,28810 | To help Soni continue her education | 0.7839
,,,,,,15057 | To educate Sanjana Kumari and help her complete her studies | 0.866
,,,,,,16735 | To improve education for girls in Kasturia by encouraging them to continue their studies beyond primary level | 0.5888
,,,,,,15066 | To educate Kusum Kumari and her mother about the importance of education | 0.8415
,,,,,,15067 | To motivate Baby Kumari to continue her education and understand its importance for her future | 0.8602
,,,,,,15089 | To continue education despite financial hardship and domestic work | 0.4944
,,,,,,15149 | To educate Nisha Kumari who had to leave her studies after eighth grade due to financial constraints and her advanced age. | 0.8318
,,,,,,15126 | To encourage Nidhi Kumari to attend school and help her parents understand the importance of education | 0.8592
,,,,,,15141 | To educate Chanda about the importance of attending school and to convince her family to allow her to attend school regularly | 0.7445
,,,,,,15159 | To empower Reshma Kumari to pursue her education and overcome the obstacles that were preventing her from doing so | 0.8126
,,,,,,15170 | To empower Sanju Devi and improve her economic situation through skill development and education | 0.6562
,,,,,,15157 | To re-enroll Suman Kumari in school after her name was removed due to her temporary stay at her maternal home | 0.7478
,,,,,,15177 | To ensure Supriya Kumari attends school regularly and understands the importance of education | 0.8232
,,,,,,15224 | To support Chandni Kumari in continuing her education after a month-long absence from school due to health issues | 0.7722
,,,,,,15232 | To encourage Lakshmi Kumari to continue her education | 0.8518
,,,,,,15220 | To ensure Sarita completes her education and becomes self-reliant | 0.6462
,,,,,,15238 | To empower Muskan Kumari to continue her studies despite her parents' financial constraints | 0.733
,,,,,,15255 | To bring Karishma back to school | 0.5638
,,,,,,15327 | To enroll Kajal Kumari in school and ensure she attends regularly | 0.8435
,,,,,,6907 | To educate children till the age of 12th | 0.6282
,,,,,,15335 | To get Asha Kumari admitted in 9th standard | 0.6638
,,,,,,15064 | To educate Anu Kumari about the importance of education | 0.8061
,,,,,,4152 | To help Shivani continue her education | 0.7366
,,,,,,3981 | To help Sangeeta continue her education despite her family | 0.6841
,,,,,,4004 | To help Divya Kumari continue her education beyond 8th standard | 0.8075
,,,,,,3966 | To help Firdaus Jahaan resume her studies after marriage and inspire other girls in the community to do the same | 0.7135
,,,,,,15357 | To support Ranju Kumari | 0.6101
,,,,,,15686 | To help Gudiya Tendu understand the importance of education and attend school regularly | 0.7266
,,,,,,15353 | To inspire Rani Kumari to continue her education and understand its importance for her future | 0.8267
,,,,,,15355 | To encourage Richa Kumari to attend school and support her education | 0.8881
,,,,,,15350 | To convince Kareena Kumari | 0.639
,,,,,,4397 | To help Sita Kumari continue her education despite household responsibilities | 0.8325
,,,,,,28998 | To help Anita Kumari resume her studies after failing in matriculation by providing her with coaching and convincing her parents of the importance of education | 0.8092
,,,,,,16511 | To support Amrita Kumari in continuing her education despite her family's financial struggles | 0.7904
,,,,,,5657 | To send boys and girls to school every day and marry them only after they pass 12th standard | 0.5618
,,,,,,16336 | To help Khushi understand the importance of education and attend school regularly | 0.6507
,,,,,,15158 | To encourage Pooja Kumari to continue her education | 0.8581
,,,,,,15180 | To help Anjali attend school by convincing her parents of the importance of education | 0.7571
,,,,,,4109 | To empower Deepa Kumari through education and make her aware of her rights | 0.7873
,,,,,,"15154 | To educate Dolly and empower her through education, despite the challenges faced by her family | 0.4601"
,,,,,,"15268 | To motivate and support Rahisa Khatoon in pursuing her education, overcoming her fear and reluctance to study after failing matriculation. | 0.6783"
,,,,,,15271 | To persuade Kankshi Priya | 0.5377
,,,,,,15280 | To educate Preeti Kumari and her community about the benefits of government schools over private schools | 0.7707
